Plot,Repeat,PAR,A,Ci,gs,Flag_removal
1002,3,1800.997437,13.53772656,231.163459,0.142165641,x
1002,3,1800.959473,13.56719445,233.750798,0.145039356,x
1002,3,1800.895386,14.8992872,222.8790039,0.14849683,x
1002,3,1800.879639,13.94144887,223.1818689,0.139098115,x
1002,3,1800.87561,12.99583314,237.3548177,0.142233981,x
1002,3,1800.856689,14.1332865,222.0472266,0.140105872,x
1002,3,1800.835449,14.68990993,219.6456616,0.143338399,x
1002,3,1800.806274,13.30892951,227.7869437,0.136681741,x
1002,3,1800.786743,14.14261034,224.4234612,0.142006005,x
1002,3,1800.774414,12.42180767,241.8580721,0.140054993,x
1002,3,1800.762817,14.15976861,222.2617026,0.140468939,x
1002,3,1800.762207,14.33438314,221.0598327,0.14120711,x
1002,3,1800.74646,13.44351315,231.7607636,0.14185249,x
1002,3,1800.698853,13.36343275,234.3796846,0.143193924,x
1002,3,1800.634277,14.23005198,229.650981,0.147763547,x
1002,3,1800.511963,15.03815772,223.5713962,0.150765599,x
1002,3,1800.506226,13.52690367,232.3875335,0.143052275,x
1002,3,1800.479736,13.97526699,224.0157684,0.140081066,x
1002,3,1800.446655,14.2813412,232.0308982,0.150870945,x
1002,3,1800.36731,11.55655919,253.4774304,0.142080609,x
1002,3,1800.363403,15.16721003,212.284597,0.141648936,x
1002,3,1800.356323,14.42074178,223.8074538,0.144812962,x
1002,3,1800.327515,15.16484303,224.1460553,0.152414665,x
1002,3,1800.31665,14.5992888,219.2962172,0.142450974,x
1002,3,1800.195679,14.46899956,227.1336169,0.148091129,x
1002,3,1800.191772,13.93076479,234.5377381,0.149996929,x
1002,3,1800.186401,14.05610496,225.1542868,0.142327618,x
1002,3,1800.102417,13.925022,230.5010797,0.145640316,x
1002,3,1800.100708,15.34348845,203.2842212,0.136321575,x
1002,3,1798.947632,15.16898378,220.9409447,0.149202112,
1002,3,1099.918823,13.74435276,243.3065482,0.155235997,
1002,3,498.6355896,11.50425913,270.5275838,0.157962172,
1002,3,300.2631836,7.730119322,306.1969759,0.150872944,
1002,3,149.8890533,5.869030094,326.8359033,0.150710403,
1002,3,52.27561188,1.30544071,375.2274067,0.139430545,
1002,3,52.27561188,1.30544071,375.2274067,0.139430545,
1003,1,1798.993286,28.02493693,267.7055785,0.380440129,
1003,1,1101.226929,24.14258201,289.7828467,0.393556841,
1003,1,501.8208923,18.03798594,318.2391509,0.397879599,
1003,1,299.2399292,13.46909059,332.5675816,0.361787781,
1003,1,148.1788483,6.885535694,362.7467764,0.351899302,
1003,1,49.33538818,1.074714751,389.9275427,0.305939345,
1003,1,49.33538818,1.074714751,389.9275427,0.305939345,
1003,2,1802.304321,26.66852281,246.9535947,0.311528205,
1003,2,1101.482056,23.72049972,267.1644947,0.319347827,
1003,2,498.1201172,18.26690863,300.9060887,0.332269043,
1003,2,298.0192871,13.21326911,328.1610539,0.338438751,
1003,2,148.9398346,5.621184921,364.714581,0.322822613,
1003,2,48.9519577,0.860031303,389.3513084,0.300400151,
1003,2,48.9519577,0.860031303,389.3513084,0.300400151,
1003,3,1798.909058,30.58010959,233.4219242,0.323565163,
1003,3,1099.601563,28.73550281,247.3351449,0.330704546,
1003,3,500.7698669,20.41802487,285.8473066,0.31667665,
1003,3,298.6470032,14.80401398,309.5140031,0.29041962,
1003,3,147.9855957,6.613646592,354.8576259,0.275857138,
1003,3,49.41580582,1.377159091,385.0866601,0.2229151,
1003,3,49.41580582,1.377159091,385.0866601,0.2229151,
1004,1,1798.473755,25.67997749,223.3951353,0.262780636,
1004,1,1101.584106,24.00957406,242.1754452,0.275702441,
1004,1,502.000824,18.64337109,281.2786738,0.288225143,
1004,1,299.8100281,14.37368606,303.934323,0.276871454,
1004,1,148.8434906,8.35525982,340.5612951,0.269889078,
1004,1,50.00706482,2.836265677,374.9087797,0.256948189,
1004,1,50.00706482,2.836265677,374.9087797,0.256948189,
1004,2,1797.60022,22.65563029,210.5489484,0.213209098,
1004,2,1101.431763,20.22118889,241.4423032,0.229107228,
1004,2,498.1591492,16.79684443,271.8916511,0.23605233,
1004,2,302.2138672,12.1159647,303.0558318,0.228503263,
1004,2,149.1349335,6.791376233,340.1661176,0.216586134,
1004,2,49.32587051,3.238263176,365.5280179,0.193543032,
1004,2,49.32587051,3.238263176,365.5280179,0.193543032,
1004,3,1800.061768,26.7127693,234.0904531,0.289527803,
1004,3,1100.981812,23.43867319,248.6278588,0.278203426,
1004,3,499.0523071,18.25265916,272.7374099,0.257225164,
1004,3,302.0826111,14.82709688,289.3020872,0.24107629,
1004,3,151.1887054,9.213236465,324.943072,0.226515528,
1004,3,48.6381073,4.700763427,357.0650994,0.21324556,
1004,3,48.6381073,4.700763427,357.0650994,0.21324556,
1005,1,1801.226929,15.54337265,226.7601454,0.161564496,
1005,1,1100.45166,12.47864966,268.5913219,0.174757219,
1005,1,499.57901,8.17663539,316.0934226,0.184969889,
1005,1,301.5148315,5.87472134,338.230386,0.1868762,
1005,1,151.3074646,2.103163845,373.0328953,0.184917636,
1005,1,49.70180893,-0.607469013,398.7488299,0.180768647,
1005,1,49.70180893,-0.607469013,398.7488299,0.180768647,
1005,2,1799.725708,11.69390015,249.7286602,0.137496007,
1005,2,1099.238281,11.44965813,269.9660713,0.155936517,
1005,2,498.675415,11.04238691,287.8684716,0.174799877,
1005,2,300.3681335,9.896400085,300.8460704,0.177609393,
1005,2,148.9792938,5.901396055,335.4019453,0.166716566,
1005,2,50.11450958,1.264933145,377.3740473,0.124835116,
1005,2,50.11450958,1.264933145,377.3740473,0.124835116,
1005,3,1799.477661,10.14046604,168.5018622,0.075606797,
1005,3,1100.869385,9.38382392,194.3525591,0.078935136,
1005,3,500.1207581,7.829420085,224.4272648,0.077098998,
1005,3,298.9342957,6.15332897,257.365608,0.075251952,
1005,3,149.8363647,3.711425648,308.6925843,0.073236966,
1005,3,49.04818344,0.681634514,375.3228764,0.068064595,
1005,3,49.04818344,0.681634514,375.3228764,0.068064595,
1006,1,1799.839355,24.87809543,257.3419302,0.311172668,
1006,1,1101.559082,23.71680793,267.7832488,0.319121206,
1006,1,502.0254517,18.04187456,296.8802415,0.311534087,
1006,1,299.9254456,13.62299682,318.8445778,0.301576996,
1006,1,148.6301575,6.931798983,353.97666,0.278978832,
1006,1,49.62714005,0.244378539,393.9498016,0.231560311,
1006,1,49.62714005,0.291024719,394.0008986,0.279004243,
1006,2,1798.827148,9.757222508,237.47607,0.103235513,
1006,2,1098.990356,8.964879724,243.626272,0.098289737,
1006,2,498.7853394,6.854241941,272.5579862,0.09241945,
1006,2,300.8282471,3.661787274,317.9305386,0.078967571,
1006,2,149.0532532,2.402425495,335.4241307,0.066532028,
1006,2,50.85430908,0.950254722,360.2600733,0.045452017,
1006,2,50.85430908,0.950254722,360.2600733,0.045452017,
1006,3,1799.767456,15.20568037,136.5904048,0.098041443,
1006,3,1100.800903,15.16563956,143.5629855,0.099954976,
1006,3,499.1904907,12.81605877,186.5610911,0.101640268,
1006,3,300.3312988,10.28139703,200.9429703,0.087050485,
1006,3,148.2752838,6.257132232,247.1671013,0.06915853,
1006,3,52.14476395,1.235533685,360.3526062,0.058881672,
1006,3,52.14476395,1.235533685,360.3526062,0.058881672,
1007,1,1798.742798,10.78759346,212.4063829,0.098422004,
1007,1,1101.255493,10.07207281,219.4385415,0.094681316,
1007,1,500.2799683,7.563374617,256.2093783,0.089659836,
1007,1,302.0337219,5.581506799,285.297468,0.083562923,
1007,1,151.7586975,4.274231095,310.0596453,0.08239423,
1007,1,50.07208633,0.620170508,382.3003488,0.083975827,
1007,1,50.07208633,0.620170508,382.3003488,0.083975827,
1007,2,1800.142212,14.29051119,258.4956324,0.179096261,
1007,2,1101.526489,13.23281079,282.7796077,0.2007096,
1007,2,497.134552,10.10885976,318.4603585,0.223771897,
1007,2,297.7890015,7.153235564,341.8303002,0.227754064,
1007,2,151.4041901,2.762432093,374.3724528,0.228113438,
1007,2,52.20482635,-1.380837082,405.3506923,0.221992853,
1007,2,52.20482635,-1.380837082,405.3506923,0.221992853,
1007,3,1797.895142,17.48647211,240.81179,0.193292937,
1007,3,1098.473389,16.93688893,250.1210892,0.198056732,
1007,3,501.5567627,14.31712546,267.6066366,0.188547807,
1007,3,299.3192749,12.45228288,279.7732432,0.180243154,
1007,3,151.8070221,7.582367299,320.5983248,0.16918467,
1007,3,50.69372177,1.529060496,378.9415269,0.160177527,
1007,3,50.69372177,1.529060496,378.9415269,0.160177527,
1008,1,1801.832764,12.96574876,244.9368663,0.152070068,
1008,1,1101.759033,12.85892576,255.3914235,0.160762309,
1008,1,500.9870911,9.641784229,292.5190357,0.165789411,
1008,1,299.5536194,8.175442776,309.7291822,0.169759484,
1008,1,149.1912079,2.937019325,359.8670781,0.165124846,
1008,1,50.79332352,0.413578363,385.3456052,0.15405348,
1008,1,50.79332352,0.413578363,385.3456052,0.15405348,
1008,2,1798.131836,3.051324063,328.4256608,0.079080063,x
1008,2,1101.953735,5.110578645,282.8114504,0.075444403,
1008,2,500.7303467,6.216224471,263.8966178,0.077627191,x
1008,2,301.0286255,3.614926199,318.7542834,0.078614292,
1008,2,148.6509247,3.197973441,321.7694301,0.072128183,
1008,2,50.70487976,1.697646006,356.2730349,0.073381398,
1008,2,50.70487976,1.697646006,356.2730349,0.073381398,
1009,1,1800.88562,24.14114466,259.7009977,0.310491978,
1009,1,1099.294556,22.02779048,279.3775504,0.330182934,
1009,1,502.2691345,16.44485435,313.6948945,0.349813882,
1009,1,298.2909851,11.66194029,336.8967496,0.346716574,
1009,1,147.5359955,6.819018729,359.5833372,0.327571918,
1009,1,50.3932457,1.476901732,386.8826747,0.306161365,
1009,1,50.3932457,1.476901732,386.8826747,0.306161365,
1009,2,1800.393066,18.8901008,212.484025,0.17700948,
1009,2,1101.365234,18.2497254,224.1763271,0.181244957,
1009,2,499.6256714,13.17509157,265.4937844,0.172167938,
1009,2,299.6896667,9.620141071,288.5822323,0.152576243,
1009,2,151.2870026,4.240272214,332.7956064,0.116180048,
1009,2,51.4288559,0.867462727,375.0358439,0.080797916,
1009,2,51.4288559,0.867462727,375.0358439,0.080797916,
1009,3,1800.27832,23.19661936,224.1554992,0.236873669,
1009,3,1099.243042,21.5424395,240.9524614,0.242712141,
1009,3,499.9541016,17.42947621,266.0123412,0.233557049,
1009,3,301.5776062,12.81774144,292.5059294,0.216621817,
1009,3,148.1871643,6.848169396,331.9549908,0.192369438,
1009,3,48.22871399,0.756653161,383.2288497,0.166769804,
1009,3,48.22871399,0.756653161,383.2288497,0.166769804,
1010,1,1799.486206,20.90289886,63.9598948,0.104115283,
1010,1,1101.727173,19.0262182,71.30714549,0.096305157,
1010,1,498.5273438,15.46402007,78.5138836,0.079518227,
1010,1,300.864563,10.77463783,115.8213403,0.062572755,
1010,1,151.1764069,7.709931667,52.81218246,0.036209311,
1010,1,49.84389114,2.46147602,78.67244332,0.012435893,
1010,1,49.84389114,2.46147602,78.67244332,0.012435893,
1010,2,1799.00415,18.64301988,194.4830666,0.155782106,
1010,2,1100.384766,17.5776402,208.0009858,0.156792773,
1010,2,500.0602112,13.57102398,247.133318,0.153156911,
1010,2,300.3245239,11.29583279,264.0888183,0.143206542,
1010,2,149.1769867,7.05155046,304.9932715,0.129844422,
1010,2,51.34712601,2.973074833,349.5445206,0.109498555,
1010,2,51.34712601,2.973074833,349.5445206,0.109498555,
1010,3,1799.276855,12.60548932,266.7713118,0.167308111,
1010,3,1098.503906,11.23803122,284.0991628,0.172342285,
1010,3,499.4898682,6.918357331,322.6927323,0.164161781,
1010,3,300.1608887,4.87789818,338.9199371,0.149076457,
1010,3,148.2564087,2.12462337,367.3520469,0.135940624,
1010,3,50.5026207,0.64601501,383.7876521,0.1122017,
1010,3,50.5026207,0.64601501,383.7876521,0.1122017,
1011,1,1801.69104,8.758924478,257.8398586,0.112621051,x
1011,1,1098.995239,9.773520755,262.8413405,0.128930182,
1011,1,498.5366211,9.226102162,283.6142133,0.144313351,
1011,1,302.164978,8.120179726,299.6506283,0.148815393,
1011,1,148.7060699,4.749059326,337.5440902,0.149411774,
1011,1,51.93373871,0.91558271,379.2654104,0.134688594,
1011,1,51.93373871,0.91558271,379.2654104,0.134688594,
1011,2,1799.772095,17.16354632,256.6004139,0.219085162,
1011,2,1101.092773,16.77187212,271.1009993,0.2374462,
1011,2,497.2745667,12.15892797,311.3287653,0.256062112,
1011,2,298.1053772,7.480353163,343.7684224,0.261643396,
1011,2,151.6568604,3.740726695,369.2111379,0.263410936,
1011,2,47.19743347,-1.801260243,405.7657766,0.259315533,
1011,2,47.19743347,-1.801260243,405.7657766,0.259315533,
1012,1,1802.18457,0.655990814,27.86869578,0.002876047,
1012,1,1099.923584,0.62586916,-183.8319581,0.001723439,
1012,1,502.1982727,0.466804486,4001.981538,-0.000204893,
1012,1,298.6748657,0.183061151,499.5697149,-0.002726178,
1012,1,147.4288177,-0.079057386,1041.26398,0.000193735,
1012,1,50.54462814,-0.799463931,988.5198209,0.002137287,
1012,1,50.54462814,-0.799463931,988.5198209,0.002137287,
1012,2,1799.796509,21.77567354,231.4395967,0.233785673,
1012,2,1098.690063,20.40639352,249.7563822,0.246465802,
1012,2,499.5785522,15.20160207,290.4834399,0.255065544,
1012,2,301.337616,12.24615421,305.7382643,0.239159112,
1012,2,151.7082825,5.56878426,354.8587545,0.247391691,
1012,2,51.58774948,2.258867038,378.2835721,0.242205942,
1012,2,51.58774948,2.258867038,378.2835721,0.242205942,
1013,1,1798.638794,35.5473228,325.4069341,0.98970976,
1013,1,1101.372559,31.46670449,325.3283358,0.847744635,
1013,1,498.4519348,22.7337974,337.30902,0.715484468,
1013,1,301.2033081,16.35210872,348.4633444,0.621219682,
1013,1,150.246048,9.081769273,366.3857052,0.541183134,
1013,1,50.60974503,2.021148754,388.0878187,0.44452743,
1013,1,50.60974503,2.021148754,388.0878187,0.44452743,
1013,2,1800.66394,30.95834381,267.9856149,0.442031738,
1013,2,1100.529907,28.04907541,285.1144209,0.462143698,
1013,2,500.9273071,20.10053482,318.3011274,0.473803795,
1013,2,300.8571167,14.55431688,336.1513829,0.449737781,
1013,2,148.5573273,9.197578995,357.1983707,0.442737184,
1013,2,50.59958267,3.405886112,379.3501752,0.41120723,
1013,2,50.59958267,3.405886112,379.3501752,0.41120723,
1013,3,1800.611328,22.47369163,225.5241089,0.233720096,
1013,3,1098.713501,20.12972002,252.2971146,0.249003402,
1013,3,498.3142395,14.88001876,292.2493636,0.256045696,
1013,3,299.1402283,10.60714196,319.3571086,0.249537513,
1013,3,150.9465027,5.451496151,353.4722572,0.24002013,
1013,3,51.29985046,2.290686975,374.803101,0.220622757,
1013,3,51.29985046,2.290686975,374.803101,0.220622757,
1014,1,1800.20752,17.49798802,227.9399659,0.177201674,
1014,1,1101.381592,15.52004801,246.6642811,0.176674822,
1014,1,500.6290588,13.64672779,255.0855964,0.163714889,
1014,1,300.7981873,9.177561356,284.8201256,0.139915147,
1014,1,148.5407715,4.675538535,321.6729781,0.107904769,
1014,1,50.65224457,3.290591166,323.5199456,0.077033394,
1014,1,50.65224457,3.290591166,323.5199456,0.077033394,
1014,2,1800.275391,17.12630557,238.234272,0.190575439,
1014,2,1102.698608,15.84000746,260.2298249,0.205317199,
1014,2,497.3180542,11.42259096,297.9408675,0.207671496,
1014,2,299.9257813,7.249930836,327.1829758,0.19262538,
1014,2,148.1649933,2.936190038,360.8471907,0.168995065,
1014,2,50.72341919,-1.624995743,409.8336914,0.127923272,
1014,2,50.72341919,-1.624995743,409.8336914,0.127923272,
1014,3,1799.726196,21.01396806,248.1404726,0.248677657,
1014,3,1099.895142,19.55273175,269.4684969,0.269194244,
1014,3,500.9942017,15.86987203,293.653379,0.268817514,
1014,3,300.2384644,11.15023002,325.4673827,0.274371863,
1014,3,150.2236023,6.052293142,355.6332509,0.261369923,
1014,3,48.45471573,2.331836152,378.1452161,0.229936664,
1014,3,48.45471573,2.331836152,378.1452161,0.229936664,
1015,1,1798.492554,26.58868902,204.5252664,0.23900823,
1015,1,1101.775513,23.52984254,239.1516367,0.25981942,
1015,1,501.3531799,20.75539891,266.4979643,0.276898153,
1015,1,300.6177368,12.88804225,312.8969582,0.269690562,
1015,1,151.6580505,7.637330661,343.1731628,0.252783939,
1015,1,48.19401169,1.848314044,380.73389,0.225511545,
1015,1,48.19401169,1.848314044,380.73389,0.225511545,
1015,2,1800.333252,29.95539127,252.9120922,0.371197614,
1015,2,1102.013428,26.61279007,277.6560793,0.400602031,
1015,2,498.2737732,18.79841576,316.5538635,0.422980133,
1015,2,299.1738281,12.47733736,344.298559,0.433152089,
1015,2,148.3664551,5.417871783,372.7435879,0.421042845,
1015,2,50.73063278,-0.547479689,397.6942,0.401207896,
1015,2,50.73063278,-0.547479689,397.6942,0.401207896,
1015,3,1798.451782,37.02241936,252.9144746,0.471705743,
1015,3,1101.040405,34.08980543,271.9729375,0.501236569,
1015,3,501.2884827,25.28992784,304.8212344,0.506298107,
1015,3,301.5882874,17.69892962,330.6997188,0.498101827,
1015,3,148.5811768,9.574015957,358.1501111,0.47025276,
1015,3,52.15081406,1.040233171,389.1655526,0.431968403,
1015,3,52.15081406,1.040233171,389.1655526,0.431968403,
1016,1,1799.062744,15.61902237,275.9415532,0.221478527,
1016,1,1799.027466,15.81888277,272.2874776,0.217066143,
1016,1,1099.463623,16.45858877,259.040701,0.202720348,
1016,1,498.0336304,14.75888596,262.4075086,0.185390514,
1016,1,301.7278748,12.29076069,272.0306751,0.165746301,
1016,1,150.8395081,8.699760656,290.9323834,0.13786017,
1016,1,48.66798019,2.864011097,350.1172952,0.105246014,
1016,2,1800.277832,26.57373856,261.8444077,0.356117258,
1016,2,1099.108765,22.07552627,287.8683484,0.36750847,
1016,2,498.0260925,18.09304119,308.0066894,0.367614209,
1016,2,300.4611511,13.65819054,327.127549,0.35386315,
1016,2,151.3329468,7.281538743,359.2432967,0.357684681,
1016,2,51.46899414,2.953505858,380.4827265,0.355453777,
1016,2,51.46899414,2.953505858,380.4827265,0.355453777,
1017,1,1799.233154,23.68481499,184.1855861,0.194093001,
1017,1,1099.76416,22.15361888,207.5276427,0.203636032,
1017,1,501.76297,16.8276573,252.0185601,0.202246593,
1017,1,298.4700317,12.50164616,280.4349303,0.185818764,
1017,1,148.2558441,7.003309954,322.7199428,0.16304563,
1017,1,50.56847,1.882651898,370.9432399,0.129258113,
1017,1,50.56847,1.882651898,370.9432399,0.129258113,
1017,2,1798.87085,18.79210166,223.0662825,0.189875386,
1017,2,1099.420044,17.66995129,236.6171441,0.192963292,
1017,2,499.3624878,14.77495539,259.9543933,0.188258335,
1017,2,301.4452209,12.05908847,280.1158306,0.179964218,
1017,2,151.8716278,6.655361849,323.2775277,0.160072934,
1017,2,48.25561905,2.479876865,363.8013668,0.14119954,
1017,2,48.25561905,2.479876865,363.8013668,0.14119954,
1017,3,1801.259155,14.93658837,208.9568858,0.193160114,
1017,3,1100.876343,13.68673636,224.0695049,0.208608626,
1017,3,498.9751892,9.90473937,256.1465342,0.225964845,
1017,3,300.8164978,8.049066836,264.5442815,0.223855012,
1017,3,150.2053223,4.783067484,283.4780405,0.217695208,
1017,3,49.33862686,-0.287367564,318.0185923,0.202465258,
1017,3,49.33862686,-0.287367564,318.0185923,0.202465258,
1018,1,1801.502441,30.82735052,246.9974804,0.375619589,
1018,1,1102.569702,28.88031033,262.8770965,0.395174848,
1018,1,500.0235291,20.44333591,302.4242488,0.405272943,
1018,1,301.6183777,14.25202526,327.0945205,0.392041577,
1018,1,150.085556,7.307064567,356.2812513,0.374249442,
1018,1,51.01174927,0.937590898,385.0032817,0.344184568,
1018,1,51.01174927,0.937590898,385.0032817,0.344184568,
1018,2,1800.700806,35.23335568,185.6756151,0.290573736,
1018,2,1099.701294,31.32747868,225.0147585,0.318613903,
1018,2,501.4612122,21.23542502,283.1373414,0.327647362,
1018,2,299.6766357,16.05229711,308.195564,0.316534685,
1018,2,150.3752899,9.190959529,345.057398,0.311154699,
1018,2,49.13658524,2.759739762,380.0706873,0.303070749,
1018,2,49.13658524,2.759739762,380.0706873,0.303070749,
1018,3,1798.838379,20.67945321,279.4142808,0.314419588,
1018,3,1101.140991,17.8358513,294.1615578,0.309967717,
1018,3,501.6303101,15.49092176,311.8502888,0.323474495,
1018,3,300.8173828,10.50120219,337.9171662,0.321483578,
1018,3,151.0140381,5.638521672,363.8874867,0.319099092,
1018,3,49.14696121,-0.074530025,394.5575495,0.294833535,
1018,3,49.14696121,-0.074530025,394.5575495,0.294833535,
1019,1,1800.361206,23.76978938,202.8784925,0.217587199,
1019,1,1098.399658,21.30168119,233.5088724,0.23394209,
1019,1,499.4301453,16.77790619,273.4600194,0.245893126,
1019,1,299.5522461,13.28633544,297.6109604,0.242979327,
1019,1,152.2055359,7.116043324,338.9823253,0.230947369,
1019,1,47.31053162,1.570812301,379.4386589,0.215192537,
1019,1,47.31053162,1.570812301,379.4386589,0.215192537,
1019,2,1801.862305,14.59884499,229.2344736,0.152203708,
1019,2,1097.235229,13.85137675,246.503488,0.160454781,
1019,2,501.159668,11.94030995,269.2374187,0.162563126,
1019,2,302.1530457,9.494467373,286.7852024,0.149731106,
1019,2,149.3483276,6.054281957,314.9348011,0.129420788,
1019,2,50.82596207,2.27368774,355.3270394,0.100244248,
1019,2,50.82596207,2.27368774,355.3270394,0.100244248,
1020,1,1799.347168,18.8037579,215.9956135,0.180632284,
1020,1,1099.343506,18.55724095,221.9985522,0.182801969,
1020,1,501.9191895,16.40800586,234.1124077,0.172142395,
1020,1,301.6464233,12.54497546,263.9892748,0.161195961,
1020,1,148.9857483,6.9253649,318.7079405,0.153686196,
1020,1,50.92063904,3.137655632,355.1542392,0.134247212,
1020,1,50.92063904,3.137655632,355.1542392,0.134247212,
1020,2,1798.572388,29.02237635,241.4250489,0.33041707,
1020,2,1100.857788,25.80687023,263.2513735,0.34176437,
1020,2,500.7563782,21.49309116,280.2117925,0.322722979,
1020,2,300.9732666,14.27309051,304.6106195,0.271595921,
1020,2,148.6616821,6.946841348,339.0805204,0.213248783,
1020,2,50.79475403,2.241579275,364.9105886,0.129738318,
1020,2,50.79475403,2.241579275,364.9105886,0.129738318,
1020,3,1799.124756,15.77520374,78.68079274,0.082136248,
1020,3,1102.578369,15.27323993,102.6030004,0.085838255,
1020,3,500.7969666,12.41343921,154.4512964,0.084543023,
1020,3,302.0108643,10.74411062,169.4318826,0.077746266,
1020,3,151.8612518,6.092381951,225.7009866,0.058524121,
1020,3,50.05646133,2.807270648,267.3835964,0.035522891,
1020,3,50.05646133,2.807270648,267.3835964,0.035522891,
1021,1,1800.524536,23.9778709,195.1466774,0.206735715,
1021,1,1102.273438,21.87204962,221.732446,0.217679419,
1021,1,498.2258911,17.12848307,261.2501219,0.220876961,
1021,1,300.5233154,12.59567842,290.723738,0.208057838,
1021,1,150.8007965,7.423756323,327.5016574,0.189987891,
1021,1,49.60425949,1.388529808,378.5150558,0.161671341,
1021,1,49.60425949,1.388529808,378.5150558,0.161671341,
1021,2,1799.990601,25.71766805,196.2077656,0.225150598,
1021,2,1099.242798,21.02146505,235.0301467,0.228956873,
1021,2,499.0689697,16.84024056,263.3833964,0.221813334,
1021,2,301.0259094,12.02263952,296.3215125,0.211188607,
1021,2,151.3381348,7.711932067,328.2216342,0.196972088,
1021,2,49.7972908,1.469728588,380.1388984,0.183802721,
1021,2,49.7972908,1.469728588,380.1388984,0.183802721,
1021,3,1799.55957,26.86346365,187.3817891,0.227185247,
1021,3,1101.825073,25.79706129,210.2979252,0.244787948,
1021,3,502.3355103,19.6976047,259.0277336,0.255475724,
1021,3,301.5812073,14.47247313,292.1044303,0.249205566,
1021,3,148.3208466,6.886094294,340.4266291,0.230002022,
1021,3,51.90047073,1.554819923,378.8484046,0.205503881,
1021,3,51.90047073,1.554819923,378.8484046,0.205503881,
1022,1,1798.767456,16.81461503,187.7862842,0.135399537,
1022,1,1100.330688,13.49395908,223.7740846,0.131575259,
1022,1,501.9949341,10.52939383,248.9059099,0.119344289,
1022,1,300.1118774,7.890560093,279.1892845,0.112892375,
1022,1,150.6280518,3.885317571,329.3216069,0.099362503,x
1022,1,49.50227356,3.581648189,325.172068,0.084577137,
1022,1,49.50227356,3.581648189,325.172068,0.084577137,
1022,2,1801.338013,20.19092824,231.0089413,0.212693343,
1022,2,1099.100342,17.64206577,260.6014036,0.226152119,
1022,2,501.0922546,13.37301609,298.4853484,0.237957319,
1022,2,298.5391235,9.818746619,327.3641115,0.249908843,
1022,2,151.0805054,5.850456712,353.1317851,0.238901604,
1022,2,51.46679306,2.225592834,379.4795726,0.243149819,
1022,2,51.46679306,2.225592834,379.4795726,0.243149819,
1022,3,1799.072754,12.39547322,240.0081802,0.138873462,
1022,3,1099.939819,12.72724956,246.0572667,0.14692925,
1022,3,499.3334656,9.807229326,285.6973639,0.154920046,
1022,3,299.7686462,7.97512168,303.8431621,0.151460851,
1022,3,148.1847687,5.23498304,333.8093434,0.150534177,
1022,3,52.13724899,0.762807975,382.1813734,0.140284922,
1022,3,52.13724899,0.762807975,382.1813734,0.140284922,
1023,1,1799.189697,15.62731908,207.0645356,0.140406675,
1023,1,1101.108643,12.45598231,250.1743722,0.145476456,x
1023,1,500.6211853,12.72378107,251.764222,0.148419773,
